Date/Time,Step Count (count),Source
2026-01-11 11:28:36,14.44,Moneypenny
2026-01-11 11:29:36,42.1,Moneypenny
2026-01-11 11:30:36,3.19,Q|Moneypenny
2026-01-11 11:31:36,46.55,Q|Moneypenny
2026-01-11 11:32:36,84.16,Q|Moneypenny
2026-01-11 11:33:36,52.1,Q|Moneypenny
