Date/Time,Active Energy (kcal),Source
2026-01-13 05:53:17,1.29,Q
2026-01-13 05:54:17,1.29,Q
2026-01-13 05:55:17,3.72,Q
2026-01-13 05:56:17,8.12,Q
2026-01-13 05:57:17,11.96,Q
2026-01-13 05:58:17,12.22,Q
2026-01-13 05:59:17,14.38,Q
2026-01-13 06:00:17,11.3,Q
2026-01-13 06:01:17,7.74,Q
2026-01-13 06:02:17,6.35,Q
2026-01-13 06:03:17,12.65,Q
2026-01-13 06:04:17,12.02,Q
2026-01-13 06:05:17,5.64,Q
2026-01-13 06:06:17,1.59,Q
