Date/Time,Step Count (count),Source
2026-01-13 06:33:16,8,Q
2026-01-13 06:45:16,8,Q|Moneypenny
2026-01-13 06:46:16,23,Q|Moneypenny
2026-01-13 06:47:16,23,Q|Moneypenny
2026-01-13 06:48:16,58.34,Q|Moneypenny
