Date/Time,Step Count (count),Source
2026-01-10 16:37:08,15,Q
2026-01-10 16:40:08,5.03,Q
2026-01-10 16:41:08,2.97,Q
2026-01-10 16:42:08,43.11,Q|Moneypenny
2026-01-10 16:43:08,32.89,Q|Moneypenny
2026-01-10 16:44:08,57.74,Q|Moneypenny
2026-01-10 16:45:08,50.4,Q|Moneypenny
2026-01-10 16:46:08,0.858,Q|Moneypenny
