Date/Time,Min (count/min),Max (count/min),Avg (count/min),Context,Source
2026-01-07 16:08:12,81,82,81.94,,Q
2026-01-07 16:09:12,68,81,74.92,,Q
2026-01-07 16:10:12,75,84,78.91,,Q
2026-01-07 16:11:12,74,79,76.47,,Q
2026-01-07 16:12:12,73,82,77.06,,Q
2026-01-07 16:13:12,76,82,79.17,,Q
2026-01-07 16:14:12,84,94,87.87,,Q
2026-01-07 16:15:12,76,86,80.27,,Q
2026-01-07 16:16:12,71,77,75.27,,Q
2026-01-07 16:17:12,67,75,71.04,,Q
2026-01-07 16:18:12,68,72,69.8,,Q
2026-01-07 16:19:12,77,92,84.45,,Q
2026-01-07 16:20:12,69,78,75.01,,Q
2026-01-07 16:21:12,72,81,78.21,,Q
2026-01-07 16:22:12,83,91,86.91,,Q
2026-01-07 16:23:12,83,85,84.02,,Q
2026-01-07 16:24:12,80,84,82.36,,Q
2026-01-07 16:25:12,68,73,70.4,,Q
2026-01-07 16:26:12,69,70,69.78,,Q
2026-01-07 16:27:12,68,87,76.84,,Q
2026-01-07 16:28:12,81,84,82.95,,Q
2026-01-07 16:29:12,83,91,86.54,,Q
2026-01-07 16:30:12,80,86,83.87,,Q|Moneypenny
2026-01-07 16:31:12,82,96,88.39,,Q|Moneypenny
2026-01-07 16:32:12,87,99,93.84,,Q|Moneypenny
2026-01-07 16:33:12,76,104,91.63,,Q|Moneypenny
2026-01-07 16:34:12,79,103,90.74,,Q|Moneypenny
2026-01-07 16:35:12,91,102,97.47,,Q|Moneypenny
2026-01-07 16:36:12,81,95,89.46,,Q|Moneypenny
2026-01-07 16:37:12,78,91,86.06,,Q|Moneypenny
2026-01-07 16:38:12,91,91,91,,Q|Moneypenny
