Date/Time,Min (count/min),Max (count/min),Avg (count/min),Context,Source
2026-01-11 13:52:20,80,80,80,,Q
2026-01-11 13:52:28,80,80,80,,Q
2026-01-11 13:52:34,80,80,80,,Q
2026-01-11 13:52:39,81,81,81,,Q
2026-01-11 13:52:42,81,81,81,,Q
2026-01-11 13:52:49,82,82,82,,Q
2026-01-11 13:52:52,81,81,81,,Q
2026-01-11 13:52:59,81,81,81,,Q
2026-01-11 13:53:01,81,81,81,,Q
2026-01-11 13:53:07,80,80,80,,Q
2026-01-11 13:53:10,80,80,80,,Q
2026-01-11 13:53:19,83,83,83,,Q
2026-01-11 13:53:24,80,80,80,,Q
2026-01-11 13:53:29,80,80,80,,Q
2026-01-11 13:53:31,80,80,80,,Q
2026-01-11 13:53:38,78,78,78,,Q
2026-01-11 13:53:43,79,79,79,,Q
2026-01-11 13:53:48,78,78,78,,Q
2026-01-11 13:53:50,79,79,79,,Q
2026-01-11 13:53:59,78,78,78,,Q
2026-01-11 13:54:04,76,76,76,,Q
2026-01-11 13:54:07,77,77,77,,Q
2026-01-11 13:54:14,77,77,77,,Q
2026-01-11 13:54:15,77,77,77,,Q
