Date/Time,Active Energy (kcal),Source
2026-01-11 11:17:15,6.98,Q
2026-01-11 11:18:15,5.76,Q
2026-01-11 11:19:15,4.79,Q
2026-01-11 11:20:15,5.1,Q
2026-01-11 11:21:15,4.97,Q
2026-01-11 11:22:15,5.24,Q
2026-01-11 11:23:15,4.42,Q
2026-01-11 11:24:15,4.82,Q
2026-01-11 11:25:15,5.08,Q
2026-01-11 11:26:15,0.94,Q
