Timestamp,Latitude,Longitude,Altitude (m),Vertical Accuracy (m),Horizontal Accuracy (m),Speed (m/s),Course
2026-01-11T00:05:08Z,34.168692187989784,-118.38781574590386,203.89140921272337,2.0528657074062098,8.61869720194831,0.03306944954278448,350.20375109987407
2026-01-11T00:05:09Z,34.16869396366971,-118.38781517464284,203.0250136097893,1.7467894174673733,7.849010000409138,0.03969370829552892,354.19138902115384
2026-01-11T00:05:10Z,34.168699821622425,-118.38783352467,202.20930227916688,1.4829493174831097,7.087116725648486,0.05744170224651164,333.2706336386089
2026-01-11T00:05:11Z,34.16870299379983,-118.3878461215085,201.4634341550991,1.2513115271627964,6.520801538648543,0.06533811226694268,321.6071993371384
2026-01-11T00:05:12Z,34.16871013663624,-118.387868278411,200.80383404251188,1.0549046601275442,5.84155875801387,0.10207112276515676,305.45274911006646
2026-01-11T00:05:13Z,34.168714430040296,-118.38788153885187,200.26147762406617,0.9041833943108288,5.327004994530185,0.1260695964401262,292.8158264094177
2026-01-11T00:05:14Z,34.16871785336324,-118.38789265977269,199.8383045727387,0.8027792955842634,4.865366502103034,0.14321606467205594,274.8921341165723
2026-01-11T00:05:15Z,34.16872028313398,-118.38790200982085,199.52279582992196,0.7435551684043835,4.427943556716604,0.19485271329181106,249.33198270105177
2026-01-11T00:05:16Z,34.16872129167976,-118.38790962630942,199.29687827453017,0.7138997668183911,4.000448979370802,0.3047868967400633,216.5834670859566
2026-01-11T00:05:17Z,34.16871978329914,-118.38791543639896,199.14145620074123,0.7016860443916177,3.585818041150774,0.6427629049355982,188.7246979774299
2026-01-11T00:05:18Z,34.168714319678166,-118.38792003403312,199.0392865613103,0.6984337176333666,3.20453656053135,1.0621569181484938,189.24296527641656
2026-01-11T00:05:19Z,34.168704515744274,-118.38792441932031,198.97650287300348,0.6994909692512441,2.9032956360779294,1.5898477379325628,186.30976257591138
2026-01-11T00:05:20Z,34.168689730619285,-118.38792698917032,198.94333817996085,0.7032368187584147,2.7530361734290185,2.08055123732978,179.1114608492934
2026-01-11T00:05:21Z,34.16867235958302,-118.38792814190242,198.93448951467872,0.7110347198024347,2.61534504028521,2.12399059638786,180.37908458592716
2026-01-11T00:05:23Z,34.1686495934431,-118.38792968284476,198.94705061614513,0.7110595441289771,2.458780508090201,1.9257164214172289,181.87390032384474
2026-01-11T00:05:24Z,34.168633668695115,-118.38793151197781,198.96425767149776,0.7029821254801019,2.3276666727469744,1.8980317004784932,183.5640277360772
2026-01-11T00:05:25Z,34.16861827253855,-118.3879336643799,198.98153725638986,0.6986629781325879,2.2023040611825717,1.7960218360817548,184.37741563039418
2026-01-11T00:05:26Z,34.168603353239035,-118.38793576018024,199.00060107465833,0.6958407472603773,2.1020883014274796,1.7768353994467203,184.73239603321656
2026-01-11T00:05:27Z,34.16858887931447,-118.38793825113935,199.0223612319678,0.6938375599337641,2.0124719054955946,1.7069585988971545,187.40573420690035
2026-01-11T00:05:28Z,34.168574964263854,-118.38794073180748,199.04676681756973,0.6924332245449571,1.9300824069549116,1.6103712870032951,187.0575360251153
2026-01-11T00:05:29Z,34.16856151741774,-118.38794287373793,199.0728910677135,0.6915006498562066,1.86650258332822,1.5363644670402588,186.2084712017509
2026-01-11T00:05:30Z,34.16854854068797,-118.38794493063104,199.09945799876004,0.6909252602255457,1.8097054373534749,1.4532848563552798,187.475511567032
2026-01-11T00:05:31Z,34.1685359241225,-118.38794660538386,199.12494570948184,0.690596142337418,1.756284377382025,1.4287567361314104,184.659231378205
2026-01-11T00:05:32Z,34.168522710584654,-118.3879467641557,199.14791982248425,0.690421670033822,1.6926190160189583,1.399346640677512,181.68971081705183
2026-01-11T00:05:33Z,34.16850988308168,-118.38794630569174,199.16726724710315,0.6903360831006513,1.628266169878438,1.3691554367692664,180.44669317453506
2026-01-11T00:05:34Z,34.16849722404688,-118.38794584976613,199.1820519985631,0.6902974207987201,1.604617728842022,1.3938324649892888,179.27214774974823
2026-01-11T00:05:35Z,34.16848464007494,-118.38794545047566,199.19167963322252,0.690281491359175,1.5727515465026531,1.3568798184786022,178.66960318131112
2026-01-11T00:05:36Z,34.16847231942559,-118.38794487115237,199.1958111533895,0.6902755642404942,1.5516617798206755,1.3541362280669271,177.18668434036988
2026-01-11T00:05:37Z,34.1684601886736,-118.38794408199728,199.19424753636122,0.6902736358004724,1.5384826358335288,1.3271516034398902,176.95818004677847
2026-01-11T00:05:38Z,34.16844819210364,-118.38794297680373,199.186792508699,0.6902731662016621,1.532131677624364,1.3372351271759766,174.77962792491246
2026-01-11T00:05:39Z,34.16843611170817,-118.38794145824492,199.17341134417802,0.6902731842659928,1.5339956135340418,1.362598353129067,173.7753426394355
2026-01-11T00:05:40Z,34.16842376637173,-118.38793970340201,199.15417234320194,0.6902733992961814,1.5354351111670486,1.405191315812312,173.19886780661216
2026-01-11T00:05:41Z,34.16841120660694,-118.3879372454577,199.12934555392712,0.6902737182055022,1.5131734407823383,1.430168458248735,168.83617192130612
2026-01-11T00:05:42Z,34.168398465099905,-118.387933389461,199.0994267044589,0.6902741043654719,1.422526774674087,1.5020633649757626,163.06615215049567
2026-01-11T00:05:43Z,34.16838554085066,-118.38792837401337,199.064974270761,0.6902745377000268,1.35080857007657,1.5232066066085816,161.08993823793026
2026-01-11T00:05:44Z,34.16837281187669,-118.3879230814411,199.02705704793334,0.6902749877397033,1.3096981498589502,1.4725993486964895,160.678174771175
2026-01-11T00:05:45Z,34.16836059216072,-118.387918328504,198.9868785496801,0.6902754609899059,1.2981940476980565,1.3827414414304553,163.4994056199149
2026-01-11T00:05:46Z,34.16834913219331,-118.387914239685,198.94569307100028,0.6902759204952853,1.2714898182629963,1.2722648730263477,163.40166529129885
2026-01-11T00:05:47Z,34.16833860800644,-118.38791005177205,198.9048694614321,0.6902763456588202,1.252615501944511,1.190132643005681,159.8469961043802
2026-01-11T00:05:48Z,34.168329414880084,-118.38790519152425,198.86572296265513,0.6902767576182995,1.2506394686969686,1.0454228790351137,152.141707321701
2026-01-11T00:05:49Z,34.16832236418171,-118.38789983714639,198.82931924890727,0.6902771676166785,1.265174787565261,0.8159133816452591,141.95011423744944
2026-01-11T00:05:50Z,34.168317672752,-118.38789438566616,198.79656546376646,0.6902775359717277,1.2904633977970494,0.6425812763987603,128.42639343786504
2026-01-11T00:05:51Z,34.1683147222141,-118.38788910689891,198.76826992072165,0.6902778670207397,1.3117155832089156,0.5339740756462563,118.54334099665289
2026-01-11T00:05:52Z,34.168313983111915,-118.3878860096983,198.74509108345956,0.6902782028003617,1.3193026852953782,0.13536554674766738,48.476361664149806
2026-01-11T00:05:53Z,34.16831521810241,-118.38788554734954,198.72730793617666,0.6902785227746139,1.3475817458836084,0.18310490996957318,354.4501750874364
2026-01-11T00:05:54Z,34.16831682002593,-118.38788570164985,198.71479033399373,0.6902788181182589,1.390062946278806,0.16998311906335545,356.1269708693164
2026-01-11T00:05:55Z,34.16831809857263,-118.38788519958756,198.70704220142215,0.690279062255093,1.4214476885122336,0.1486526172892917,43.58630305518619
2026-01-11T00:05:56Z,34.1683187059099,-118.38788288533708,198.70331862103194,0.6902793158129795,1.4299664447495195,0.32207792290905934,86.596665002024
2026-01-11T00:05:57Z,34.168318345743735,-118.38787717847246,198.70262780506164,0.6902795796198675,1.4159655957559736,0.7304613976117825,98.90949173327999
2026-01-11T00:05:58Z,34.16831685398611,-118.38786704092215,198.70414439216256,0.6902798017453028,1.4222322000854457,1.1591710448291204,101.89042045663433
2026-01-11T00:05:59Z,34.16831425693265,-118.38785232078858,198.7072156080976,0.6902800044324735,1.433252842762551,1.609483026758266,102.95041239322956
2026-01-11T00:06:00Z,34.16831132879102,-118.38783352990848,198.71125461068004,0.6902802103858634,1.4104636983165064,1.9110791131233238,99.4725636336334
2026-01-11T00:06:01Z,34.16830937688726,-118.3878132861956,198.71590113360435,0.6902804010349468,1.397353341171338,1.8352682123883812,94.54025166261039
2026-01-11T00:06:02Z,34.168308608940414,-118.38779384007255,198.72063706628978,0.6902805778222137,1.3801139080250084,1.7463959771409034,91.74408004233572
2026-01-11T00:06:03Z,34.168308372697275,-118.38777554113862,198.7247375054285,0.6902807657376262,1.3580688532264966,1.6251310461909905,91.09149574772158
2026-01-11T00:06:04Z,34.16830849203577,-118.38775850959003,198.72726159356534,0.690280909812222,1.3345940837134846,1.515264908310942,89.13421676783565
2026-01-11T00:06:05Z,34.168309238809115,-118.3877420790899,198.72732619475573,0.6902810312495533,1.3143546371186543,1.5257282152901355,85.61149138732742
2026-01-11T00:06:06Z,34.16831058378315,-118.3877256143431,198.72386425361037,0.6902811457892796,1.2902646389656698,1.5368685969633868,83.57077217207308
2026-01-11T00:06:07Z,34.168312658379136,-118.38770880184909,198.71632594428957,0.6902812603313925,1.2705035829908409,1.6379215037756045,79.77374476332824
2026-01-11T00:06:08Z,34.16831554042475,-118.38769161047784,198.70468713808805,0.6902813956456976,1.281377826450246,1.6142414725622614,77.43264774407737
2026-01-11T00:06:09Z,34.16831902908244,-118.38767474702009,198.6895356643945,0.6902815163205116,1.2794573616776623,1.594953530198931,74.73392582887288
2026-01-11T00:06:10Z,34.168323166477315,-118.38765810510549,198.67194214649498,0.6902816127482063,1.2567629853319846,1.6026198956036866,72.52613795682424
2026-01-11T00:06:11Z,34.16832770453207,-118.38764110545304,198.65358985494822,0.690281699248755,1.2413010204715953,1.678741424508007,72.37793897704938
2026-01-11T00:06:12Z,34.16833184780533,-118.38762421356299,198.63635285384953,0.6902817724647184,1.2750046918136557,1.5533397232541635,75.6062262123391
