Date/Time,Min (count/min),Max (count/min),Avg (count/min),Context,Source
2026-01-11 11:17:15,100,108,103.6,,Q
2026-01-11 11:18:15,91,111,97.4,,Q
2026-01-11 11:19:15,91,105,95.89,,Q
2026-01-11 11:20:15,90,102,96.86,,Q|Moneypenny
2026-01-11 11:21:15,92,113,99.79,,Q|Moneypenny
2026-01-11 11:22:15,97,109,103.36,,Q|Moneypenny
2026-01-11 11:23:15,97,107,101.61,,Q|Moneypenny
2026-01-11 11:24:15,99,108,104.74,,Q|Moneypenny
2026-01-11 11:25:15,95,108,103.94,,Q|Moneypenny
2026-01-11 11:26:15,107,108,107.49,,Q|Moneypenny
