Date/Time,Min (count/min),Max (count/min),Avg (count/min),Context,Source
2026-01-10 13:38:01,83,93,89.15,,Q
2026-01-10 13:39:01,84,90,86.46,,Q
2026-01-10 13:40:01,86,91,88.32,,Q
2026-01-10 13:41:01,88,93,90.13,,Q
2026-01-10 13:42:01,89,91,89.77,,Q
2026-01-10 13:43:01,85,89,87.04,,Q
2026-01-10 13:44:01,86,90,88.3,,Q
2026-01-10 13:45:01,81,89,85.21,,Q
2026-01-10 13:46:01,76,84,81.45,,Q
2026-01-10 13:47:01,75,84,79.43,,Q
2026-01-10 13:48:01,79,86,82.83,,Q
2026-01-10 13:49:01,86,94,90.05,,Q
2026-01-10 13:50:01,89,91,90.27,,Q
2026-01-10 13:51:01,87,92,89.78,,Q
2026-01-10 13:52:01,83,89,86.09,,Q
2026-01-10 13:53:01,87,90,88.75,,Q
2026-01-10 13:54:01,86,89,87.26,,Q
2026-01-10 13:55:01,83,87,85.43,,Q
2026-01-10 13:56:01,82,92,86.5,,Q
2026-01-10 13:57:01,84,91,88.38,,Q
2026-01-10 13:58:01,87,91,89.41,,Q
2026-01-10 13:59:01,88,94,90.82,,Q
