Date/Time,Step Count (count),Source
2026-01-12 06:43:19,13.96,Q|Moneypenny
2026-01-12 06:44:19,54.75,Q|Moneypenny
2026-01-12 06:45:19,54.75,Q|Moneypenny
2026-01-12 06:46:19,54.75,Q|Moneypenny
