Date/Time,Min (count/min),Max (count/min),Avg (count/min),Context,Source
2026-01-12 05:51:08,71,81,77.16,,Q
2026-01-12 05:52:08,76,79,77.9,,Q
2026-01-12 05:53:08,69,83,74.04,,Q
2026-01-12 05:54:08,62,77,73.14,,Q
2026-01-12 05:55:08,68,93,81.11,,Q
2026-01-12 05:56:08,67,76,70.88,,Q|Moneypenny
2026-01-12 05:57:08,71,109,89.66,,Q|Moneypenny
2026-01-12 05:58:08,69,96,78.9,,Q|Moneypenny
2026-01-12 05:59:08,67,69,68.23,,Q|Moneypenny
2026-01-12 06:00:08,72,98,84.15,,Q|Moneypenny
2026-01-12 06:01:08,66,76,69.96,,Q|Moneypenny
2026-01-12 06:02:08,66,83,71.79,,Q|Moneypenny
2026-01-12 06:03:08,89,99,93.31,,Q|Moneypenny
2026-01-12 06:04:08,81,102,93.54,,Q|Moneypenny
2026-01-12 06:05:08,75,106,86.99,,Q|Moneypenny
2026-01-12 06:06:08,76,100,83.74,,Q|Moneypenny
2026-01-12 06:07:08,70,87,77.91,,Q|Moneypenny
2026-01-12 06:08:08,77,87,82.67,,Q|Moneypenny
2026-01-12 06:09:08,82,101,92.06,,Q|Moneypenny
2026-01-12 06:10:08,88,105,99.01,,Q|Moneypenny
2026-01-12 06:11:08,77,97,89.32,,Q|Moneypenny
2026-01-12 06:12:08,87,100,93.73,,Q|Moneypenny
2026-01-12 06:13:08,87,100,91.58,,Q|Moneypenny
2026-01-12 06:14:08,71,85,77.9,,Q|Moneypenny
2026-01-12 06:15:08,80,103,93.17,,Q|Moneypenny
2026-01-12 06:16:08,80,91,85.01,,Q|Moneypenny
2026-01-12 06:17:08,85,110,93.89,,Q|Moneypenny
2026-01-12 06:18:08,78,84,81.82,,Q|Moneypenny
2026-01-12 06:19:08,80,96,88.09,,Q|Moneypenny
2026-01-12 06:20:08,81,106,93,,Q|Moneypenny
2026-01-12 06:21:08,75,93,82.22,,Q|Moneypenny
2026-01-12 06:22:08,71,92,79.94,,Q|Moneypenny
2026-01-12 06:23:08,76,93,85.82,,Q|Moneypenny
2026-01-12 06:24:08,82,95,88.51,,Q|Moneypenny
2026-01-12 06:25:08,78,83,81.83,,Q|Moneypenny
