Date/Time,Min (count/min),Max (count/min),Avg (count/min),Context,Source
2026-01-09 06:48:13,103,103,103,,Q
2026-01-09 06:48:15,104,104,104,,Q
2026-01-09 06:48:19,105,105,105,,Q
2026-01-09 06:48:28,109,109,109,,Q
2026-01-09 06:48:30,111,111,111,,Q
2026-01-09 06:48:34,116,116,116,,Q
2026-01-09 06:48:43,129,129,129,,Q
2026-01-09 06:48:45,130,130,130,,Q
2026-01-09 06:48:50,123,123,123,,Q
2026-01-09 06:48:58,121,121,121,,Q
2026-01-09 06:49:01,122,122,122,,Q
2026-01-09 06:49:08,120,120,120,,Q
2026-01-09 06:49:13,124,124,124,,Q
2026-01-09 06:49:14,123,123,123,,Q
2026-01-09 06:49:19,118,118,118,,Q
2026-01-09 06:49:24,118,118,118,,Q
2026-01-09 06:49:29,124,124,124,,Q
2026-01-09 06:49:38,114,114,114,,Q
2026-01-09 06:49:39,113,113,113,,Q
2026-01-09 06:49:44,112,112,112,,Q
2026-01-09 06:49:53,107,107,107,,Q
2026-01-09 06:49:58,106,106,106,,Q
2026-01-09 06:49:59,106,106,106,,Q
2026-01-09 06:50:08,106,106,106,,Q
