Timestamp,Latitude,Longitude,Altitude (m),Vertical Accuracy (m),Horizontal Accuracy (m),Speed (m/s),Course
2026-01-11T00:49:28Z,34.16826522243227,-118.37657987382254,195.33694021683186,1.4187214129751673,1.8598635606884037,0.9724583322006114,245.6498091298924
2026-01-11T00:49:29Z,34.168262733145234,-118.37658714105395,194.86065028700978,1.1889583260840355,1.7221390720200804,0.18499291359449485,255.22388575248118
2026-01-11T00:49:30Z,34.16826160306198,-118.37659656463094,194.44432163704187,1.024208445917164,1.612163102445339,1.322502577712942,264.14827222515356
2026-01-11T00:49:31Z,34.168259711351936,-118.37661205616573,194.09415327571332,0.9055885834086539,1.5117925382989799,1.3797153602734666,260.0789949974109
2026-01-11T00:49:32Z,34.168257318284084,-118.37662513520105,193.81056431122124,0.8208857428741456,1.4371571864970598,0.9576904267565888,254.28277999146746
2026-01-11T00:49:33Z,34.168255142526675,-118.37663610705279,193.5911318352446,0.7636084115316105,1.3772511720462735,1.0193077134042057,258.51704163615386
2026-01-11T00:49:34Z,34.168254349353376,-118.37664696526716,193.4292006585747,0.7279722438467965,1.3251512697509396,0.9547740236554407,271.9903234743016
2026-01-11T00:49:35Z,34.16825576032371,-118.37665750364287,193.31474491395056,0.7073880611534953,1.2853625534499569,1.0271732581179644,285.6557205795004
2026-01-11T00:49:36Z,34.16825867655101,-118.3766682252365,193.2368488125503,0.696050613327545,1.2527667605471982,1.0970120078382963,289.31621109914107
2026-01-11T00:49:37Z,34.16826202407802,-118.37667941552326,193.18505391385406,0.6896153944064142,1.2288474746498819,1.1319804407290475,289.884189315378
2026-01-11T00:49:38Z,34.16826464986524,-118.37669110699461,193.14990409463644,0.6847490870590293,1.2141518450150834,1.1497835993443852,280.28303407682984
2026-01-11T00:49:39Z,34.168266069430814,-118.37670235014608,193.12870091106743,0.68379144123074,1.2045278500151881,1.292818839152966,277.11108036767234
2026-01-11T00:49:40Z,34.16826706580512,-118.37671629238133,193.1129348454997,0.6859809596053612,1.2020082819990299,1.3221836156175102,272.2651812671198
2026-01-11T00:49:41Z,34.16826750799036,-118.37673164880907,193.10466132871807,0.6872703515044222,1.1960441354275018,1.529638701337999,271.35035077280645
2026-01-11T00:49:42Z,34.1682679439933,-118.3767482180431,193.10027112439275,0.6882234311291331,1.2058426738780963,1.5411829313023238,271.8651738366068
2026-01-11T00:49:43Z,34.16826875745891,-118.37676472004617,193.09742812346667,0.6889528086346316,1.239320407795476,1.5188405012932953,274.4330470008211
2026-01-11T00:49:44Z,34.16827041234301,-118.37678068039034,193.09489089809358,0.6894784903566885,1.2825303828444992,1.450132268652744,279.3194980921744
2026-01-11T00:49:45Z,34.168273360339434,-118.3767953274208,193.0921666873619,0.6898271151864059,1.3203891574685391,1.321157297918318,287.50881711183314
2026-01-11T00:49:46Z,34.16827760398696,-118.37680803085851,193.08923402614892,0.6900394735993074,1.3530574362915337,1.1784365472645775,295.7704246385357
2026-01-11T00:49:47Z,34.16828242883529,-118.37681910046732,193.0864465944469,0.690158660271275,1.384360089334885,1.0789158990778502,298.404478317834
