Date/Time,Min (count/min),Max (count/min),Avg (count/min),Context,Source
2026-01-13 06:26:16,93,99,96.98,,Q
2026-01-13 06:27:16,83,97,89.87,,Q
2026-01-13 06:28:16,84,94,89.32,,Q
2026-01-13 06:29:16,88,100,91.68,,Q
2026-01-13 06:30:16,91,98,94.99,,Q
2026-01-13 06:31:16,93,100,97.08,,Q
2026-01-13 06:32:16,99,114,104.48,,Q
2026-01-13 06:33:16,99,113,105.35,,Q
2026-01-13 06:34:16,98,107,102.58,,Q
2026-01-13 06:35:16,103,105,104.2,,Q
2026-01-13 06:36:16,104,109,107.2,,Q
2026-01-13 06:37:16,100,119,106.92,,Q
2026-01-13 06:38:16,110,122,113.65,,Q
2026-01-13 06:39:16,108,114,111.93,,Q
2026-01-13 06:40:16,115,129,121.52,,Q
2026-01-13 06:41:16,108,130,123.19,,Q
2026-01-13 06:42:16,124,140,130.63,,Q
2026-01-13 06:43:16,123,129,125.21,,Q
2026-01-13 06:44:16,124,152,134.96,,Q
2026-01-13 06:45:16,136,151,142.96,,Q
2026-01-13 06:46:16,130,145,138.16,,Q
2026-01-13 06:47:16,116,134,126.31,,Q
