Date/Time,Active Energy (kcal),Source
2026-01-13 06:09:42,3.78,Q
2026-01-13 06:10:42,3.63,Q
2026-01-13 06:11:42,3.36,Q
2026-01-13 06:12:42,4.21,Q
2026-01-13 06:13:42,4.4,Q
2026-01-13 06:14:42,4.23,Q
2026-01-13 06:15:42,3.62,Q
2026-01-13 06:16:42,3.81,Q
2026-01-13 06:17:42,2.66,Q
2026-01-13 06:18:42,2.9,Q
2026-01-13 06:19:42,2.65,Q
2026-01-13 06:20:42,4.45,Q
2026-01-13 06:21:42,3.39,Q
2026-01-13 06:22:42,0.769,Q
